Data;Último;Var%
19.11.2018;279.52;0%
16.11.2018;278.5;-1%
15.11.2018;280.08;0%
14.11.2018;280.41;0%
13.11.2018;280.23;2%
12.11.2018;273.88;0%
09.11.2018;273.08;0%
08.11.2018;274.13;2%
07.11.2018;268.79;-1%
06.11.2018;270.58;0%
05.11.2018;270.01;-1%
02.11.2018;272.15;-1%
01.11.2018;274.67;-1%
31.10.2018;278.34;-1%
30.10.2018;280.17;-2%
29.10.2018;285.15;1%
26.10.2018;282.81;-1%
25.10.2018;284.57;-1%
24.10.2018;287.38;1%
23.10.2018;284.25;0%
22.10.2018;284.38;-1%
19.10.2018;288.21;-2%
18.10.2018;293.54;3%
17.10.2018;285.29;-1%
16.10.2018;287.53;-4%
15.10.2018;298.41;0%
12.10.2018;298.88;-1%
11.10.2018;302.06;-2%
10.10.2018;306.84;4%
09.10.2018;296.45;-5%
08.10.2018;312.48;-3%
05.10.2018;322.64;0%
04.10.2018;324.19;1%
03.10.2018;321.14;-3%
02.10.2018;332.28;-3%
01.10.2018;344.01;2%
28.09.2018;337.96;0%
27.09.2018;336.42;-1%
26.09.2018;339.07;-3%
25.09.2018;348.25;0%
24.09.2018;349.13;2%
21.09.2018;341.2;-4%
20.09.2018;353.88;-2%
19.09.2018;360.49;-1%
18.09.2018;362.57;0%
17.09.2018;362.56;-1%
14.09.2018;367.17;1%
13.09.2018;363;0%
12.09.2018;362.38;-2%
11.09.2018;369.76;2%
10.09.2018;361.4;0%
07.09.2018;361.36;0%
06.09.2018;361.26;-3%
05.09.2018;371;-4%
04.09.2018;388.06;2%
03.09.2018;382.2;0%
31.08.2018;382.1;1%
30.08.2018;379.24;2%
29.08.2018;370.91;0%
28.08.2018;369.75;2%
27.08.2018;364.12;0%
24.08.2018;364.3;1%
23.08.2018;361.03;3%
22.08.2018;349.76;3%
21.08.2018;338.48;3%
20.08.2018;329.05;1%
17.08.2018;325.54;1%
16.08.2018;320.97;-2%
15.08.2018;327.36;2%
14.08.2018;322.07;-4%
13.08.2018;335.64;2%
10.08.2018;327.5;5%
09.08.2018;313.24;2%
08.08.2018;306.28;1%
07.08.2018;304.06;2%
06.08.2018;299.51;0%
03.08.2018;299.43;-1%
02.08.2018;303.73;0%
01.08.2018;303.47;1%
31.07.2018;300.93;1%
30.07.2018;299.23;0%
27.07.2018;297.89;-1%
26.07.2018;301.07;0%
25.07.2018;302.49;-2%
24.07.2018;308.93;-1%
23.07.2018;313.16;0%
20.07.2018;312.4;-4%
19.07.2018;323.77;-1%
18.07.2018;328.68;-1%
17.07.2018;330.74;0%
16.07.2018;331.95;1%
13.07.2018;329.8;-1%
12.07.2018;334.55;-1%
11.07.2018;337.61;2%
10.07.2018;330;-1%
09.07.2018;334.84;-1%
06.07.2018;338.17;-3%
05.07.2018;348.65;0%
04.07.2018;349.7;0%
03.07.2018;350.31;-2%
02.07.2018;359.01;0%
29.06.2018;357.45;1%
28.06.2018;352.29;-1%
27.06.2018;356.18;2%
26.06.2018;348.32;0%
25.06.2018;349.18;0%
22.06.2018;347.51;-1%
21.06.2018;351.22;-1%
20.06.2018;355.5;-1%
19.06.2018;357.43;-2%
18.06.2018;363;1%
15.06.2018;357.73;0%
14.06.2018;357.23;2%
13.06.2018;349.89;-1%
12.06.2018;352.63;3%
11.06.2018;342.24;1%
08.06.2018;337.93;-1%
07.06.2018;342.72;4%
06.06.2018;329.91;2%
05.06.2018;323.56;1%
04.06.2018;319.39;-2%
01.06.2018;326.01;2%
31.05.2018;319.3;4%
30.05.2018;307.31;5%
29.05.2018;293.6;6%
28.05.2018;275.9;0%
25.05.2018;275.88;0%
24.05.2018;274.78;1%
23.05.2018;271.72;-2%
22.05.2018;276.32;-1%
21.05.2018;280.11;-3%
18.05.2018;287.82;4%
17.05.2018;276.87;1%
16.05.2018;273.59;0%
15.05.2018;272.83;1%
14.05.2018;269.43;0%
11.05.2018;268.69;1%
10.05.2018;266.62;-4%
09.05.2018;278.75;-3%
08.05.2018;286.2;4%
07.05.2018;275.35;3%
04.05.2018;268.15;-3%
03.05.2018;276.32;3%
02.05.2018;268.66;2%
01.05.2018;262.62;1%
30.04.2018;259.71;2%
27.04.2018;254.68;-1%
26.04.2018;257.44;-1%
25.04.2018;259.76;0%
24.04.2018;258.56;1%
23.04.2018;256.72;0%
20.04.2018;257.48;1%
19.04.2018;254.88;2%
18.04.2018;250.16;0%
17.04.2018;251.36;-1%
16.04.2018;254.67;0%
13.04.2018;255.58;2%
12.04.2018;251.59;0%
11.04.2018;252.32;0%
10.04.2018;252.3;-1%
09.04.2018;255.04;0%
06.04.2018;254.18;2%
05.04.2018;249.36;-2%
04.04.2018;255.39;0%
03.04.2018;254.32;-1%
02.04.2018;255.66;1%
30.03.2018;252.77;0%
29.03.2018;252.77;-1%
28.03.2018;255.86;0%
27.03.2018;256.98;0%
26.03.2018;256.69;-2%
23.03.2018;261.84;2%
22.03.2018;256.54;1%
21.03.2018;254.15;-1%
20.03.2018;256.56;3%
19.03.2018;249.54;3%
16.03.2018;243.42;0%
15.03.2018;243.43;1%
14.03.2018;240.91;0%
13.03.2018;241.53;0%
12.03.2018;240.84;0%
09.03.2018;241.68;-3%
08.03.2018;248.61;0%
07.03.2018;248.7;0%
06.03.2018;247.53;-1%
05.03.2018;249.19;-2%
02.03.2018;253.03;-1%
01.03.2018;255.44;1%
28.02.2018;253.16;1%
27.02.2018;250.13;2%
26.02.2018;244.73;-2%
23.02.2018;249.3;-1%
22.02.2018;251.65;-1%
21.02.2018;253.39;0%
20.02.2018;253.24;3%
19.02.2018;245.66;0%
16.02.2018;245.67;0%
15.02.2018;244.87;-4%
14.02.2018;256.23;-3%
13.02.2018;263.86;1%
12.02.2018;260.76;-2%
09.02.2018;266.33;4%
08.02.2018;256.14;5%
07.02.2018;244.61;1%
06.02.2018;243.29;-1%
05.02.2018;245.4;3%
02.02.2018;237.57;2%
01.02.2018;232.1;0%
31.01.2018;232.31;0%
30.01.2018;231.93;1%
29.01.2018;228.86;1%
26.01.2018;226.83;0%
25.01.2018;227.51;-1%
24.01.2018;229.41;-4%
23.01.2018;237.81;1%
22.01.2018;236.1;-1%
19.01.2018;237.3;1%
18.01.2018;234.33;0%
17.01.2018;233.83;0%
16.01.2018;233.09;0%
15.01.2018;233.1;0%
12.01.2018;233.1;0%
11.01.2018;233.51;-1%
10.01.2018;234.75;0%
09.01.2018;233.73;0%
08.01.2018;233.32;0%
05.01.2018;233.38;-1%
04.01.2018;235.07;-2%
03.01.2018;238.73;-2%
02.01.2018;242.98;-3%
01.01.2018;250.16;0%
29.12.2017;250.2;0%
28.12.2017;251.04;0%
27.12.2017;250.78;-1%
26.12.2017;252.77;0%
25.12.2017;253.24;0%
22.12.2017;253.24;0%
21.12.2017;253.48;0%
20.12.2017;252.63;0%
19.12.2017;253.27;0%
18.12.2017;252.94;-1%
15.12.2017;256.11;-1%
14.12.2017;258.04;1%
13.12.2017;254.51;0%
12.12.2017;254.7;0%
11.12.2017;255.69;-1%
08.12.2017;257.05;-1%
07.12.2017;259.8;2%
06.12.2017;253.62;0%
05.12.2017;252.42;-2%
04.12.2017;256.96;-1%
01.12.2017;260.62;-1%
30.11.2017;262.31;0%
29.11.2017;261.57;2%
28.11.2017;256.6;0%
27.11.2017;256.92;-2%
24.11.2017;260.89;-1%
23.11.2017;262.55;0%
22.11.2017;262.57;-1%
21.11.2017;265.98;0%
20.11.2017;267.23;0%
17.11.2017;266.95;-2%
16.11.2017;272.14;-2%
15.11.2017;278.74;1%
14.11.2017;276.16;1%
13.11.2017;273.19;0%
10.11.2017;273.83;1%
09.11.2017;271.09;1%
08.11.2017;269.48;-2%
07.11.2017;273.96;3%
06.11.2017;265.08;-1%
03.11.2017;267.73;1%
02.11.2017;264.42;0%
01.11.2017;264.82;0%
31.10.2017;265.04;-1%
30.10.2017;266.8;0%
27.10.2017;266.17;-3%
26.10.2017;274.69;3%
25.10.2017;267.39;1%
24.10.2017;265.74;-1%
23.10.2017;267.11;1%
20.10.2017;264.05;0%
19.10.2017;263.76;-2%
18.10.2017;269.82;-1%
17.10.2017;272.16;-1%
16.10.2017;275.89;0%
13.10.2017;276.45;-1%
12.10.2017;279.37;0%
11.10.2017;279.58;-1%
10.10.2017;282.7;0%
09.10.2017;281.48;0%
06.10.2017;281.44;0%
05.10.2017;280.31;0%
04.10.2017;281.51;-1%
03.10.2017;283.55;-2%
02.10.2017;288.85;0%
29.09.2017;290.23;-2%
28.09.2017;296.02;-2%
27.09.2017;301.46;0%
26.09.2017;300.76;-1%
25.09.2017;302.85;1%
22.09.2017;299.1;-1%
21.09.2017;301.79;3%
20.09.2017;292.31;2%
19.09.2017;286.34;-1%
18.09.2017;287.84;-1%
15.09.2017;289.54;-1%
14.09.2017;291.89;0%
13.09.2017;290.98;-1%
12.09.2017;293.55;2%
11.09.2017;289.04;0%
08.09.2017;289.53;0%
07.09.2017;290.21;-1%
06.09.2017;293.85;-1%
05.09.2017;295.44;-1%
04.09.2017;298.31;0%
01.09.2017;298.22;-1%
31.08.2017;301.21;-1%
30.08.2017;303.29;-1%
29.08.2017;305.32;0%
28.08.2017;306.07;2%
25.08.2017;301.48;0%
24.08.2017;301.77;1%
23.08.2017;300.14;-1%
22.08.2017;304.21;0%
21.08.2017;305.22;1%
18.08.2017;303.03;0%
17.08.2017;304.31;1%
16.08.2017;300.68;0%
15.08.2017;301.93;-1%
14.08.2017;305.45;0%
11.08.2017;306.15;-1%
10.08.2017;308.85;3%
09.08.2017;300.13;1%
08.08.2017;298.43;1%
07.08.2017;294.71;-1%
04.08.2017;297.42;-1%
03.08.2017;300.34;-1%
02.08.2017;302.98;-1%
01.08.2017;305.97;-1%
31.07.2017;308.76;-1%
28.07.2017;313.36;0%
27.07.2017;313.82;1%
26.07.2017;311.73;-1%
25.07.2017;315.72;1%
24.07.2017;312.43;1%
21.07.2017;308.51;0%
20.07.2017;308.24;-2%
19.07.2017;312.96;-1%
18.07.2017;316.98;-1%
17.07.2017;319.09;0%
14.07.2017;319.07;-2%
13.07.2017;324.05;0%
12.07.2017;323.31;-2%
11.07.2017;329.12;-1%
10.07.2017;332.23;-1%
07.07.2017;335.45;-1%
06.07.2017;337.64;1%
05.07.2017;333.84;0%
04.07.2017;333.15;0%
03.07.2017;333;0%
30.06.2017;334;-1%
29.06.2017;335.54;2%
28.06.2017;329.7;-1%
27.06.2017;334.69;2%
26.06.2017;328.25;-1%
23.06.2017;330.98;-1%
22.06.2017;333.35;-1%
21.06.2017;335.44;2%
20.06.2017;329.3;1%
19.06.2017;325.33;-1%
16.06.2017;328.15;1%
15.06.2017;323.72;2%
14.06.2017;317.49;-2%
13.06.2017;323.1;-1%
12.06.2017;325.26;0%
09.06.2017;323.82;0%
08.06.2017;324.42;-1%
07.06.2017;327.84;1%
06.06.2017;324.83;-1%
05.06.2017;327.87;1%
02.06.2017;325.6;0%
01.06.2017;326.37;0%
31.05.2017;325.38;-1%
30.05.2017;327.08;0%
29.05.2017;326.23;0%
26.05.2017;326.22;-1%
25.05.2017;330.23;1%
24.05.2017;325.97;-1%
23.05.2017;329.65;-2%
22.05.2017;336.51;1%
19.05.2017;332.46;-6%
18.05.2017;352.84;19%
17.05.2017;297.19;3%
16.05.2017;287.81;-1%
15.05.2017;291.17;-1%
12.05.2017;292.83;1%
11.05.2017;289.35;-1%
10.05.2017;292.9;-2%
09.05.2017;297.4;0%
08.05.2017;298.25;1%
05.05.2017;295.22;-2%
04.05.2017;300.1;3%
03.05.2017;292.74;0%
02.05.2017;292.51;-2%
01.05.2017;299.09;0%
28.04.2017;298.46;-1%
27.04.2017;301.68;-1%
26.04.2017;305.22;2%
25.04.2017;298.44;0%
24.04.2017;298.24;-2%
21.04.2017;304.49;-1%
20.04.2017;306.73;0%
19.04.2017;307.39;0%
18.04.2017;306.74;0%
17.04.2017;305.73;0%
14.04.2017;305.94;0%
13.04.2017;305.92;0%
12.04.2017;305.01;0%
11.04.2017;304.04;1%
10.04.2017;300.23;-1%
07.04.2017;304.33;0%
06.04.2017;304.1;0%
05.04.2017;303.71;1%
04.04.2017;301.6;0%
03.04.2017;302.72;0%
31.03.2017;303.7;-1%
30.03.2017;306.9;0%
29.03.2017;305.76;-2%
28.03.2017;310.9;-1%
27.03.2017;313.1;0%
24.03.2017;312.24;-2%
23.03.2017;317.49;1%
22.03.2017;313.79;1%
21.03.2017;311.47;1%
20.03.2017;308.02;4%
17.03.2017;294.78;-1%
16.03.2017;299.23;1%
15.03.2017;297.67;-6%
14.03.2017;315.4;1%
13.03.2017;312.94;0%
10.03.2017;313.12;-2%
09.03.2017;318.17;0%
08.03.2017;319.26;5%
07.03.2017;302.94;1%
06.03.2017;298.56;1%
03.03.2017;296.76;-2%
02.03.2017;304.33;3%
01.03.2017;295.5;-3%
28.02.2017;303.1;1%
27.02.2017;300.95;0%
24.02.2017;301.33;1%
23.02.2017;298.91;-1%
22.02.2017;302.43;0%
21.02.2017;303.15;-2%
20.02.2017;310.05;0%
17.02.2017;309.91;1%
16.02.2017;307.25;2%
15.02.2017;300.87;0%
14.02.2017;299.87;1%
13.02.2017;297.17;-3%
10.02.2017;306.51;-3%
09.02.2017;315.24;-1%
08.02.2017;318.28;-2%
07.02.2017;323.68;1%
06.02.2017;319.36;0%
03.02.2017;319.27;-1%
02.02.2017;322.99;-1%
01.02.2017;326.87;-2%
31.01.2017;333.24;1%
30.01.2017;330.25;2%
27.01.2017;323.88;-2%
26.01.2017;329.58;0%
25.01.2017;329.03;0%
24.01.2017;330.06;1%
23.01.2017;328.02;-1%
20.01.2017;330.44;-1%
19.01.2017;332.22;1%
18.01.2017;330.56;2%
17.01.2017;324.87;0%
16.01.2017;325.75;0%
13.01.2017;326.02;-1%
12.01.2017;330.42;0%
11.01.2017;329.54;-2%
10.01.2017;335.76;2%
09.01.2017;330.27;0%
06.01.2017;330.82;1%
05.01.2017;326.94;-2%
04.01.2017;334.04;-3%
03.01.2017;345.15;-1%
02.01.2017;348;0%
