Data;Último
07/12/2017;72487
06/12/2017;73268
05/12/2017;72546
04/12/2017;73090
01/12/2017;72264
30/11/2017;71971
29/11/2017;72700
28/11/2017;74140
27/11/2017;74059
24/11/2017;74157
23/11/2017;74487
22/11/2017;74519
21/11/2017;74595
17/11/2017;73437
16/11/2017;72512
14/11/2017;70827
13/11/2017;72475
10/11/2017;72166
09/11/2017;72931
08/11/2017;74363
07/11/2017;72415
06/11/2017;74311
03/11/2017;73915
01/11/2017;73824
31/10/2017;74308
30/10/2017;74800
27/10/2017;75976
26/10/2017;75896
25/10/2017;76671
24/10/2017;76350
23/10/2017;75413
20/10/2017;76391
19/10/2017;76283
18/10/2017;76591
17/10/2017;76201
16/10/2017;76892
13/10/2017;76990
11/10/2017;76660
10/10/2017;76897
09/10/2017;75727
06/10/2017;76055
05/10/2017;76618
04/10/2017;76591
03/10/2017;76763
02/10/2017;74360
29/09/2017;74294
28/09/2017;73567
27/09/2017;73797
26/09/2017;74319
25/09/2017;74443
22/09/2017;75390
21/09/2017;75604
20/09/2017;76004
19/09/2017;75974
18/09/2017;75990
15/09/2017;75757
14/09/2017;74657
13/09/2017;74788
12/09/2017;74539
11/09/2017;74319
08/09/2017;73079
06/09/2017;73412
05/09/2017;72151
04/09/2017;72129
01/09/2017;71923
31/08/2017;70835
30/08/2017;70886
29/08/2017;71330
28/08/2017;71017
25/08/2017;71074
24/08/2017;71133
23/08/2017;70478
22/08/2017;70011
21/08/2017;68635
18/08/2017;68715
17/08/2017;67977
16/08/2017;68594
15/08/2017;68355
14/08/2017;68285
11/08/2017;67359
10/08/2017;66992
09/08/2017;67671
08/08/2017;67899
07/08/2017;67940
04/08/2017;66898
03/08/2017;66777
02/08/2017;67136
01/08/2017;66516
31/07/2017;65920
28/07/2017;65497
27/07/2017;65277
26/07/2017;65011
25/07/2017;65668
24/07/2017;65100
21/07/2017;64684
20/07/2017;64938
19/07/2017;65180
18/07/2017;65338
17/07/2017;65212
14/07/2017;65436
13/07/2017;65178
12/07/2017;64836
11/07/2017;63832
10/07/2017;63025
07/07/2017;62322
06/07/2017;62470
05/07/2017;63154
04/07/2017;63232
03/07/2017;63280
30/06/2017;62900
29/06/2017;62239
28/06/2017;62018
27/06/2017;61675
26/06/2017;62188
23/06/2017;61087
22/06/2017;61272
21/06/2017;60762
20/06/2017;60766
19/06/2017;62014
16/06/2017;61626
14/06/2017;61923
